trade_date,tradebook,trade_id,currency,price,quantity,notional
2026-02-12,FICC,1552,EUR,102.50,13,1332.50
2026-02-13,FX,1553,USD,103.60,14,1450.40
2026-02-14,EQD,1554,USD,104.00,15,1560.00
2026-02-15,FICC,1555,EUR,105.10,16,1681.60
2026-02-16,FX,1556,USD,106.20,17,1805.40
2026-02-17,EQD,1557,USD,107.30,18,1931.40
2026-02-18,FICC,1558,EUR,108.40,19,2059.60
2026-02-19,FX,1559,USD,109.50,20,2190.00
2026-02-20,EQD,1560,USD,110.60,1,110.60
2026-02-21,FICC,1561,EUR,111.00,2,222.00
2026-02-22,FX,1562,USD,112.10,3,336.30
2026-02-23,EQD,1563,USD,113.20,4,452.80
2026-02-24,FICC,1564,EUR,114.30,5,571.50
2026-02-25,FX,1565,USD,115.40,6,692.40
2026-02-26,EQD,1566,USD,116.50,7,815.50
2026-02-27,FICC,1567,EUR,117.60,8,940.80
2026-02-28,FX,1568,USD,118.00,9,1062.00
2026-02-01,EQD,1569,USD,119.10,10,1191.00
2026-02-02,FICC,1570,EUR,120.20,11,1322.20
2026-02-03,FX,1571,USD,121.30,12,1455.60
2026-02-04,EQD,1572,USD,122.40,13,1591.20
2026-02-05,FICC,1573,EUR,123.50,14,1729.00
2026-02-06,FX,1574,USD,124.60,15,1869.00
2026-02-07,EQD,1575,USD,125.00,16,2000.00
2026-02-08,FICC,1576,EUR,126.10,17,2143.70
2026-02-09,FX,1577,USD,127.20,18,2289.60
2026-02-10,EQD,1578,USD,128.30,19,2437.70
2026-02-11,FICC,1579,EUR,129.40,20,2588.00
2026-02-12,FX,1580,USD,130.50,1,130.50
2026-02-13,EQD,1581,USD,131.60,2,263.20
2026-02-14,FICC,1582,EUR,132.00,3,396.00
2026-02-15,FX,1583,USD,133.10,4,532.40
2026-02-16,EQD,1584,USD,134.20,5,671.00
2026-02-17,FICC,1585,EUR,135.30,6,811.80
2026-02-18,FX,1586,USD,136.40,7,954.80
2026-02-19,EQD,1587,USD,137.50,8,1100.00
2026-02-20,FICC,1588,EUR,138.60,9,1247.40
2026-02-21,FX,1589,USD,139.00,10,1390.00
2026-02-22,EQD,1590,USD,140.10,11,1541.10
2026-02-23,FICC,1591,EUR,141.20,12,1694.40
2026-02-24,FX,1592,USD,142.30,13,1849.90
2026-02-25,EQD,1593,USD,143.40,14,2007.60
2026-02-26,FICC,1594,EUR,144.50,15,2167.50
2026-02-27,FX,1595,USD,145.60,16,2329.60
2026-02-28,EQD,1596,USD,146.00,17,2482.00
2026-02-01,FICC,1597,EUR,147.10,18,2647.80
2026-02-02,FX,1598,USD,148.20,19,2815.80
2026-02-03,EQD,1599,USD,149.30,20,2986.00
2026-02-04,FICC,1600,EUR,100.40,1,100.40
2026-02-05,FX,1601,USD,101.50,2,203.00
2026-02-06,EQD,1602,USD,102.60,3,307.80
2026-02-07,FICC,1603,EUR,103.00,4,412.00
2026-02-08,FX,1604,USD,104.10,5,520.50
2026-02-09,EQD,1605,USD,105.20,6,631.20
2026-02-10,FICC,1606,EUR,106.30,7,744.10
2026-02-11,FX,1607,USD,107.40,8,859.20
2026-02-12,EQD,1608,USD,108.50,9,976.50
2026-02-13,FICC,1609,EUR,109.60,10,1096.00
2026-02-14,FX,1610,USD,110.00,11,1210.00
2026-02-15,EQD,1611,USD,111.10,12,1333.20
2026-02-16,FICC,1612,EUR,112.20,13,1458.60
2026-02-17,FX,1613,USD,113.30,14,1586.20
2026-02-18,EQD,1614,USD,114.40,15,1716.00
2026-02-19,FICC,1615,EUR,115.50,16,1848.00
2026-02-20,FX,1616,USD,116.60,17,1982.20
2026-02-21,EQD,1617,USD,117.00,18,2106.00
2026-02-22,FICC,1618,EUR,118.10,19,2243.90
2026-02-23,FX,1619,USD,119.20,20,2384.00
2026-02-24,EQD,1620,USD,120.30,1,120.30
2026-02-25,FICC,1621,EUR,121.40,2,242.80
2026-02-26,FX,1622,USD,122.50,3,367.50
2026-02-27,EQD,1623,USD,123.60,4,494.40
2026-02-28,FICC,1624,EUR,124.00,5,620.00
2026-02-01,FX,1625,USD,125.10,6,750.60
2026-02-02,EQD,1626,USD,126.20,7,883.40
2026-02-03,FICC,1627,EUR,127.30,8,1018.40
2026-02-04,FX,1628,USD,128.40,9,1155.60
2026-02-05,EQD,1629,USD,129.50,10,1295.00
2026-02-06,FICC,1630,EUR,130.60,11,1436.60
2026-02-07,FX,1631,USD,131.00,12,1572.00
2026-02-08,EQD,1632,USD,132.10,13,1717.30
2026-02-09,FICC,1633,EUR,133.20,14,1864.80
2026-02-10,FX,1634,USD,134.30,15,2014.50
2026-02-11,EQD,1635,USD,135.40,16,2166.40
2026-02-12,FICC,1636,EUR,136.50,17,2320.50
2026-02-13,FX,1637,USD,137.60,18,2476.80
2026-02-14,EQD,1638,USD,138.00,19,2622.00
2026-02-15,FICC,1639,EUR,139.10,20,2782.00
2026-02-16,FX,1640,USD,140.20,1,140.20
2026-02-17,EQD,1641,USD,141.30,2,282.60
2026-02-18,FICC,1642,EUR,142.40,3,427.20
2026-02-19,FX,1643,USD,143.50,4,574.00
2026-02-20,EQD,1644,USD,144.60,5,723.00
2026-02-21,FICC,1645,EUR,145.00,6,870.00
2026-02-22,FX,1646,USD,146.10,7,1022.70
2026-02-23,EQD,1647,USD,147.20,8,1177.60
2026-02-24,FICC,1648,EUR,148.30,9,1334.70
2026-02-25,FX,1649,USD,149.40,10,1494.00
2026-02-26,EQD,1650,USD,100.50,11,1105.50
2026-02-27,FICC,1651,EUR,101.60,12,1219.20
2026-02-28,FX,1652,USD,102.00,13,1326.00
2026-02-01,EQD,1653,USD,103.10,14,1443.40
2026-02-02,FICC,1654,EUR,104.20,15,1563.00
2026-02-03,FX,1655,USD,105.30,16,1684.80
2026-02-04,EQD,1656,USD,106.40,17,1808.80
2026-02-05,FICC,1657,EUR,107.50,18,1935.00
2026-02-06,FX,1658,USD,108.60,19,2063.40
2026-02-07,EQD,1659,USD,109.00,20,2180.00
2026-02-08,FICC,1660,EUR,110.10,1,110.10
2026-02-09,FX,1661,USD,111.20,2,222.40
2026-02-10,EQD,1662,USD,112.30,3,336.90
2026-02-11,FICC,1663,EUR,113.40,4,453.60
2026-02-12,FX,1664,USD,114.50,5,572.50
2026-02-13,EQD,1665,USD,115.60,6,693.60
2026-02-14,FICC,1666,EUR,116.00,7,812.00
2026-02-15,FX,1667,USD,117.10,8,936.80
2026-02-16,EQD,1668,USD,118.20,9,1063.80
2026-02-17,FICC,1669,EUR,119.30,10,1193.00
2026-02-18,FX,1670,USD,120.40,11,1324.40
2026-02-19,EQD,1671,USD,121.50,12,1458.00
2026-02-20,FICC,1672,EUR,122.60,13,1593.80
2026-02-21,FX,1673,USD,123.00,14,1722.00
2026-02-22,EQD,1674,USD,124.10,15,1861.50
2026-02-23,FICC,1675,EUR,125.20,16,2003.20
2026-02-24,FX,1676,USD,126.30,17,2147.10
2026-02-25,EQD,1677,USD,127.40,18,2293.20
2026-02-26,FICC,1678,EUR,128.50,19,2441.50
2026-02-27,FX,1679,USD,129.60,20,2592.00
2026-02-28,EQD,1680,USD,130.00,1,130.00
2026-02-01,FICC,1681,EUR,131.10,2,262.20
2026-02-02,FX,1682,USD,132.20,3,396.60
2026-02-03,EQD,1683,USD,133.30,4,533.20
2026-02-04,FICC,1684,EUR,134.40,5,672.00
2026-02-05,FX,1685,USD,135.50,6,813.00
2026-02-06,EQD,1686,USD,136.60,7,956.20
2026-02-07,FICC,1687,EUR,137.00,8,1096.00
2026-02-08,FX,1688,USD,138.10,9,1242.90
2026-02-09,EQD,1689,USD,139.20,10,1392.00
2026-02-10,FICC,1690,EUR,140.30,11,1543.30
2026-02-11,FX,1691,USD,141.40,12,1696.80
2026-02-12,EQD,1692,USD,142.50,13,1852.50
2026-02-13,FICC,1693,EUR,143.60,14,2010.40
2026-02-14,FX,1694,USD,144.00,15,2160.00
2026-02-15,EQD,1695,USD,145.10,16,2321.60
2026-02-16,FICC,1696,EUR,146.20,17,2485.40
2026-02-17,FX,1697,USD,147.30,18,2651.40
2026-02-18,EQD,1698,USD,148.40,19,2819.60
2026-02-19,FICC,1699,EUR,149.50,20,2990.00
2026-02-20,FX,1700,USD,100.60,1,100.60
2026-02-21,EQD,1701,USD,101.00,2,202.00
2026-02-22,FICC,1702,EUR,102.10,3,306.30
2026-02-23,FX,1703,USD,103.20,4,412.80
2026-02-24,EQD,1704,USD,104.30,5,521.50
2026-02-25,FICC,1705,EUR,105.40,6,632.40
2026-02-26,FX,1706,USD,106.50,7,745.50
2026-02-27,EQD,1707,USD,107.60,8,860.80
2026-02-28,FICC,1708,EUR,108.00,9,972.00
2026-02-01,FX,1709,USD,109.10,10,1091.00
2026-02-02,EQD,1710,USD,110.20,11,1212.20
2026-02-03,FICC,1711,EUR,111.30,12,1335.60
2026-02-04,FX,1712,USD,112.40,13,1461.20
2026-02-05,EQD,1713,USD,113.50,14,1589.00
2026-02-06,FICC,1714,EUR,114.60,15,1719.00
2026-02-07,FX,1715,USD,115.00,16,1840.00
2026-02-08,EQD,1716,USD,116.10,17,1973.70
2026-02-09,FICC,1717,EUR,117.20,18,2109.60
2026-02-10,FX,1718,USD,118.30,19,2247.70
2026-02-11,EQD,1719,USD,119.40,20,2388.00
2026-02-12,FICC,1720,EUR,120.50,1,120.50
2026-02-13,FX,1721,USD,121.60,2,243.20
2026-02-14,EQD,1722,USD,122.00,3,366.00
2026-02-15,FICC,1723,EUR,123.10,4,492.40
2026-02-16,FX,1724,USD,124.20,5,621.00
2026-02-17,EQD,1725,USD,125.30,6,751.80
2026-02-18,FICC,1726,EUR,126.40,7,884.80
2026-02-19,FX,1727,USD,127.50,8,1020.00
2026-02-20,EQD,1728,USD,128.60,9,1157.40
2026-02-21,FICC,1729,EUR,129.00,10,1290.00
2026-02-22,FX,1730,USD,130.10,11,1431.10
2026-02-23,EQD,1731,USD,131.20,12,1574.40
2026-02-24,FICC,1732,EUR,132.30,13,1719.90
2026-02-25,FX,1733,USD,133.40,14,1867.60
2026-02-26,EQD,1734,USD,134.50,15,2017.50
2026-02-27,FICC,1735,EUR,135.60,16,2169.60
2026-02-28,FX,1736,USD,136.00,17,2312.00
2026-02-01,EQD,1737,USD,137.10,18,2467.80
2026-02-02,FICC,1738,EUR,138.20,19,2625.80
2026-02-03,FX,1739,USD,139.30,20,2786.00
2026-02-04,EQD,1740,USD,140.40,1,140.40
2026-02-05,FICC,1741,EUR,141.50,2,283.00
2026-02-06,FX,1742,USD,142.60,3,427.80
2026-02-07,EQD,1743,USD,143.00,4,572.00
2026-02-08,FICC,1744,EUR,144.10,5,720.50
2026-02-09,FX,1745,USD,145.20,6,871.20
2026-02-10,EQD,1746,USD,146.30,7,1024.10
2026-02-11,FICC,1747,EUR,147.40,8,1179.20
2026-02-12,FX,1748,USD,148.50,9,1336.50
2026-02-13,EQD,1749,USD,149.60,10,1496.00
2026-02-14,FICC,1750,EUR,100.00,11,1100.00
2026-02-15,FX,1751,USD,101.10,12,1213.20
2026-02-16,EQD,1752,USD,102.20,13,1328.60
2026-02-17,FICC,1753,EUR,103.30,14,1446.20
2026-02-18,FX,1754,USD,104.40,15,1566.00
2026-02-19,EQD,1755,USD,105.50,16,1688.00
2026-02-20,FICC,1756,EUR,106.60,17,1812.20
2026-02-21,FX,1757,USD,107.00,18,1926.00
2026-02-22,EQD,1758,USD,108.10,19,2053.90
2026-02-23,FICC,1759,EUR,109.20,20,2184.00
2026-02-24,FX,1760,USD,110.30,1,110.30
2026-02-25,EQD,1761,USD,111.40,2,222.80
2026-02-26,FICC,1762,EUR,112.50,3,337.50
2026-02-27,FX,1763,USD,113.60,4,454.40
2026-02-28,EQD,1764,USD,114.00,5,570.00
2026-02-01,FICC,1765,EUR,115.10,6,690.60
2026-02-02,FX,1766,USD,116.20,7,813.40
2026-02-03,EQD,1767,USD,117.30,8,938.40
2026-02-04,FICC,1768,EUR,118.40,9,1065.60
2026-02-05,FX,1769,USD,119.50,10,1195.00
2026-02-06,EQD,1770,USD,120.60,11,1326.60
2026-02-07,FICC,1771,EUR,121.00,12,1452.00
2026-02-08,FX,1772,USD,122.10,13,1587.30
2026-02-09,EQD,1773,USD,123.20,14,1724.80
2026-02-10,FICC,1774,EUR,124.30,15,1864.50
2026-02-11,FX,1775,USD,125.40,16,2006.40
2026-02-12,EQD,1776,USD,126.50,17,2150.50
2026-02-13,FICC,1777,EUR,127.60,18,2296.80
2026-02-14,FX,1778,USD,128.00,19,2432.00
2026-02-15,EQD,1779,USD,129.10,20,2582.00
2026-02-16,FICC,1780,EUR,130.20,1,130.20
2026-02-17,FX,1781,USD,131.30,2,262.60
2026-02-18,EQD,1782,USD,132.40,3,397.20
2026-02-19,FICC,1783,EUR,133.50,4,534.00
2026-02-20,FX,1784,USD,134.60,5,673.00
2026-02-21,EQD,1785,USD,135.00,6,810.00
2026-02-22,FICC,1786,EUR,136.10,7,952.70
2026-02-23,FX,1787,USD,137.20,8,1097.60
2026-02-24,EQD,1788,USD,138.30,9,1244.70
2026-02-25,FICC,1789,EUR,139.40,10,1394.00
2026-02-26,FX,1790,USD,140.50,11,1545.50
2026-02-27,EQD,1791,USD,141.60,12,1699.20
2026-02-28,FICC,1792,EUR,142.00,13,1846.00
2026-02-01,FX,1793,USD,143.10,14,2003.40
2026-02-02,EQD,1794,USD,144.20,15,2163.00
2026-02-03,FICC,1795,EUR,145.30,16,2324.80
2026-02-04,FX,1796,USD,146.40,17,2488.80
2026-02-05,EQD,1797,USD,147.50,18,2655.00
2026-02-06,FICC,1798,EUR,148.60,19,2823.40
2026-02-07,FX,1799,USD,149.00,20,2980.00
2026-02-08,EQD,1800,USD,100.10,1,100.10
2026-02-09,FICC,1801,EUR,101.20,2,202.40
2026-02-10,FX,1802,USD,102.30,3,306.90
2026-02-11,EQD,1803,USD,103.40,4,413.60
2026-02-12,FICC,1804,EUR,104.50,5,522.50
2026-02-13,FX,1805,USD,105.60,6,633.60
2026-02-14,EQD,1806,USD,106.00,7,742.00
2026-02-15,FICC,1807,EUR,107.10,8,856.80
2026-02-16,FX,1808,USD,108.20,9,973.80
2026-02-17,EQD,1809,USD,109.30,10,1093.00
2026-02-18,FICC,1810,EUR,110.40,11,1214.40
2026-02-19,FX,1811,USD,111.50,12,1338.00
2026-02-20,EQD,1812,USD,112.60,13,1463.80
2026-02-21,FICC,1813,EUR,113.00,14,1582.00
2026-02-22,FX,1814,USD,114.10,15,1711.50
2026-02-23,EQD,1815,USD,115.20,16,1843.20
2026-02-24,FICC,1816,EUR,116.30,17,1977.10
2026-02-25,FX,1817,USD,117.40,18,2113.20
2026-02-26,EQD,1818,USD,118.50,19,2251.50
2026-02-27,FICC,1819,EUR,119.60,20,2392.00
2026-02-28,FX,1820,USD,120.00,1,120.00
2026-02-01,EQD,1821,USD,121.10,2,242.20
2026-02-02,FICC,1822,EUR,122.20,3,366.60
2026-02-03,FX,1823,USD,123.30,4,493.20
2026-02-04,EQD,1824,USD,124.40,5,622.00
2026-02-05,FICC,1825,EUR,125.50,6,753.00
2026-02-06,FX,1826,USD,126.60,7,886.20
2026-02-07,EQD,1827,USD,127.00,8,1016.00
2026-02-08,FICC,1828,EUR,128.10,9,1152.90
2026-02-09,FX,1829,USD,129.20,10,1292.00
2026-02-10,EQD,1830,USD,130.30,11,1433.30
2026-02-11,FICC,1831,EUR,131.40,12,1576.80
2026-02-12,FX,1832,USD,132.50,13,1722.50
2026-02-13,EQD,1833,USD,133.60,14,1870.40
2026-02-14,FICC,1834,EUR,134.00,15,2010.00
2026-02-15,FX,1835,USD,135.10,16,2161.60
2026-02-16,EQD,1836,USD,136.20,17,2315.40
2026-02-17,FICC,1837,EUR,137.30,18,2471.40
2026-02-18,FX,1838,USD,138.40,19,2629.60
2026-02-19,EQD,1839,USD,139.50,20,2790.00
2026-02-20,FICC,1840,EUR,140.60,1,140.60
2026-02-21,FX,1841,USD,141.00,2,282.00
2026-02-22,EQD,1842,USD,142.10,3,426.30
2026-02-23,FICC,1843,EUR,143.20,4,572.80
2026-02-24,FX,1844,USD,144.30,5,721.50
2026-02-25,EQD,1845,USD,145.40,6,872.40
2026-02-26,FICC,1846,EUR,146.50,7,1025.50
2026-02-27,FX,1847,USD,147.60,8,1180.80
2026-02-28,EQD,1848,USD,148.00,9,1332.00
2026-02-01,FICC,1849,EUR,149.10,10,1491.00
2026-02-02,FX,1850,USD,100.20,11,1102.20
2026-02-03,EQD,1851,USD,101.30,12,1215.60
2026-02-04,FICC,1852,EUR,102.40,13,1331.20
2026-02-05,FX,1853,USD,103.50,14,1449.00
2026-02-06,EQD,1854,USD,104.60,15,1569.00
2026-02-07,FICC,1855,EUR,105.00,16,1680.00
2026-02-08,FX,1856,USD,106.10,17,1803.70
2026-02-09,EQD,1857,USD,107.20,18,1929.60
2026-02-10,FICC,1858,EUR,108.30,19,2057.70
2026-02-11,FX,1859,USD,109.40,20,2188.00
2026-02-12,EQD,1860,USD,110.50,1,110.50
2026-02-13,FICC,1861,EUR,111.60,2,223.20
2026-02-14,FX,1862,USD,112.00,3,336.00
2026-02-15,EQD,1863,USD,113.10,4,452.40
2026-02-16,FICC,1864,EUR,114.20,5,571.00
2026-02-17,FX,1865,USD,115.30,6,691.80
2026-02-18,EQD,1866,USD,116.40,7,814.80
2026-02-19,FICC,1867,EUR,117.50,8,940.00
2026-02-20,FX,1868,USD,118.60,9,1067.40
2026-02-21,EQD,1869,USD,119.00,10,1190.00
2026-02-22,FICC,1870,EUR,120.10,11,1321.10
2026-02-23,FX,1871,USD,121.20,12,1454.40
2026-02-24,EQD,1872,USD,122.30,13,1589.90
2026-02-25,FICC,1873,EUR,123.40,14,1727.60
2026-02-26,FX,1874,USD,124.50,15,1867.50
2026-02-27,EQD,1875,USD,125.60,16,2009.60
2026-02-28,FICC,1876,EUR,126.00,17,2142.00
2026-02-01,FX,1877,USD,127.10,18,2287.80
2026-02-02,EQD,1878,USD,128.20,19,2435.80
2026-02-03,FICC,1879,EUR,129.30,20,2586.00
2026-02-04,FX,1880,USD,130.40,1,130.40
2026-02-05,EQD,1881,USD,131.50,2,263.00
2026-02-06,FICC,1882,EUR,132.60,3,397.80
2026-02-07,FX,1883,USD,133.00,4,532.00
2026-02-08,EQD,1884,USD,134.10,5,670.50
2026-02-09,FICC,1885,EUR,135.20,6,811.20
2026-02-10,FX,1886,USD,136.30,7,954.10
2026-02-11,EQD,1887,USD,137.40,8,1099.20
2026-02-12,FICC,1888,EUR,138.50,9,1246.50
2026-02-13,FX,1889,USD,139.60,10,1396.00
2026-02-14,EQD,1890,USD,140.00,11,1540.00
2026-02-15,FICC,1891,EUR,141.10,12,1693.20
2026-02-16,FX,1892,USD,142.20,13,1848.60
2026-02-17,EQD,1893,USD,143.30,14,2006.20
2026-02-18,FICC,1894,EUR,144.40,15,2166.00
2026-02-19,FX,1895,USD,145.50,16,2328.00
2026-02-20,EQD,1896,USD,146.60,17,2492.20
2026-02-21,FICC,1897,EUR,147.00,18,2646.00
2026-02-22,FX,1898,USD,148.10,19,2813.90
2026-02-23,EQD,1899,USD,149.20,20,2984.00
2026-02-24,FICC,1900,EUR,100.30,1,100.30
2026-02-25,FX,1901,USD,101.40,2,202.80
2026-02-26,EQD,1902,USD,102.50,3,307.50
2026-02-27,FICC,1903,EUR,103.60,4,414.40
2026-02-28,FX,1904,USD,104.00,5,520.00
2026-02-01,EQD,1905,USD,105.10,6,630.60
2026-02-02,FICC,1906,EUR,106.20,7,743.40
2026-02-03,FX,1907,USD,107.30,8,858.40
2026-02-04,EQD,1908,USD,108.40,9,975.60
2026-02-05,FICC,1909,EUR,109.50,10,1095.00
2026-02-06,FX,1910,USD,110.60,11,1216.60
2026-02-07,EQD,1911,USD,111.00,12,1332.00
2026-02-08,FICC,1912,EUR,112.10,13,1457.30
2026-02-09,FX,1913,USD,113.20,14,1584.80
2026-02-10,EQD,1914,USD,114.30,15,1714.50
2026-02-11,FICC,1915,EUR,115.40,16,1846.40
2026-02-12,FX,1916,USD,116.50,17,1980.50
2026-02-13,EQD,1917,USD,117.60,18,2116.80
2026-02-14,FICC,1918,EUR,118.00,19,2242.00
2026-02-15,FX,1919,USD,119.10,20,2382.00
2026-02-16,EQD,1920,USD,120.20,1,120.20
2026-02-17,FICC,1921,EUR,121.30,2,242.60
2026-02-18,FX,1922,USD,122.40,3,367.20
2026-02-19,EQD,1923,USD,123.50,4,494.00
2026-02-20,FICC,1924,EUR,124.60,5,623.00
2026-02-21,FX,1925,USD,125.00,6,750.00
2026-02-22,EQD,1926,USD,126.10,7,882.70
2026-02-23,FICC,1927,EUR,127.20,8,1017.60
2026-02-24,FX,1928,USD,128.30,9,1154.70
2026-02-25,EQD,1929,USD,129.40,10,1294.00
2026-02-26,FICC,1930,EUR,130.50,11,1435.50
2026-02-27,FX,1931,USD,131.60,12,1579.20
2026-02-28,EQD,1932,USD,132.00,13,1716.00
2026-02-01,FICC,1933,EUR,133.10,14,1863.40
2026-02-02,FX,1934,USD,134.20,15,2013.00
2026-02-03,EQD,1935,USD,135.30,16,2164.80
2026-02-04,FICC,1936,EUR,136.40,17,2318.80
2026-02-05,FX,1937,USD,137.50,18,2475.00
2026-02-06,EQD,1938,USD,138.60,19,2633.40
2026-02-07,FICC,1939,EUR,139.00,20,2780.00
2026-02-08,FX,1940,USD,140.10,1,140.10
2026-02-09,EQD,1941,USD,141.20,2,282.40
2026-02-10,FICC,1942,EUR,142.30,3,426.90
2026-02-11,FX,1943,USD,143.40,4,573.60
2026-02-12,EQD,1944,USD,144.50,5,722.50
2026-02-13,FICC,1945,EUR,145.60,6,873.60
2026-02-14,FX,1946,USD,146.00,7,1022.00
2026-02-15,EQD,1947,USD,147.10,8,1176.80
2026-02-16,FICC,1948,EUR,148.20,9,1333.80
2026-02-17,FX,1949,USD,149.30,10,1493.00
2026-02-18,EQD,1950,USD,100.40,11,1104.40
2026-02-19,FICC,1951,EUR,101.50,12,1218.00
2026-02-20,FX,1952,USD,102.60,13,1333.80
2026-02-21,EQD,1953,USD,103.00,14,1442.00
2026-02-22,FICC,1954,EUR,104.10,15,1561.50
2026-02-23,FX,1955,USD,105.20,16,1683.20
2026-02-24,EQD,1956,USD,106.30,17,1807.10
2026-02-25,FICC,1957,EUR,107.40,18,1933.20
2026-02-26,FX,1958,USD,108.50,19,2061.50
2026-02-27,EQD,1959,USD,109.60,20,2192.00
2026-02-28,FICC,1960,EUR,110.00,1,110.00
2026-02-01,FX,1961,USD,111.10,2,222.20
2026-02-02,EQD,1962,USD,112.20,3,336.60
2026-02-03,FICC,1963,EUR,113.30,4,453.20
2026-02-04,FX,1964,USD,114.40,5,572.00
2026-02-05,EQD,1965,USD,115.50,6,693.00
2026-02-06,FICC,1966,EUR,116.60,7,816.20
2026-02-07,FX,1967,USD,117.00,8,936.00
2026-02-08,EQD,1968,USD,118.10,9,1062.90
2026-02-09,FICC,1969,EUR,119.20,10,1192.00
2026-02-10,FX,1970,USD,120.30,11,1323.30
2026-02-11,EQD,1971,USD,121.40,12,1456.80
2026-02-12,FICC,1972,EUR,122.50,13,1592.50
2026-02-13,FX,1973,USD,123.60,14,1730.40
2026-02-14,EQD,1974,USD,124.00,15,1860.00
2026-02-15,FICC,1975,EUR,125.10,16,2001.60
2026-02-16,FX,1976,USD,126.20,17,2145.40
2026-02-17,EQD,1977,USD,127.30,18,2291.40
2026-02-18,FICC,1978,EUR,128.40,19,2439.60
2026-02-19,FX,1979,USD,129.50,20,2590.00
2026-02-20,EQD,1980,USD,130.60,1,130.60
2026-02-21,FICC,1981,EUR,131.00,2,262.00
2026-02-22,FX,1982,USD,132.10,3,396.30
2026-02-23,EQD,1983,USD,133.20,4,532.80
2026-02-24,FICC,1984,EUR,134.30,5,671.50
2026-02-25,FX,1985,USD,135.40,6,812.40
2026-02-26,EQD,1986,USD,136.50,7,955.50
2026-02-27,FICC,1987,EUR,137.60,8,1100.80
2026-02-28,FX,1988,USD,138.00,9,1242.00
2026-02-01,EQD,1989,USD,139.10,10,1391.00
2026-02-02,FICC,1990,EUR,140.20,11,1542.20
2026-02-03,FX,1991,USD,141.30,12,1695.60
2026-02-04,EQD,1992,USD,142.40,13,1851.20
2026-02-05,FICC,1993,EUR,143.50,14,2009.00
2026-02-06,FX,1994,USD,144.60,15,2169.00
2026-02-07,EQD,1995,USD,145.00,16,2320.00
2026-02-08,FICC,1996,EUR,146.10,17,2483.70
2026-02-09,FX,1997,USD,147.20,18,2649.60
2026-02-10,EQD,1998,USD,148.30,19,2817.70
2026-02-11,FICC,1999,EUR,149.40,20,2988.00
2026-02-12,FX,2000,USD,100.50,1,100.50
2026-02-13,EQD,2001,USD,101.60,2,203.20
2026-02-14,FICC,2002,EUR,102.00,3,306.00
2026-02-15,FX,2003,USD,103.10,4,412.40
2026-02-16,EQD,2004,USD,104.20,5,521.00
2026-02-17,FICC,2005,EUR,105.30,6,631.80
2026-02-18,FX,2006,USD,106.40,7,744.80
2026-02-19,EQD,2007,USD,107.50,8,860.00
2026-02-20,FICC,2008,EUR,108.60,9,977.40
2026-02-21,FX,2009,USD,109.00,10,1090.00
2026-02-22,EQD,2010,USD,110.10,11,1211.10
2026-02-23,FICC,2011,EUR,111.20,12,1334.40
2026-02-24,FX,2012,USD,112.30,13,1459.90
2026-02-25,EQD,2013,USD,113.40,14,1587.60
2026-02-26,FICC,2014,EUR,114.50,15,1717.50
2026-02-27,FX,2015,USD,115.60,16,1849.60
2026-02-28,EQD,2016,USD,116.00,17,1972.00
2026-02-01,FICC,2017,EUR,117.10,18,2107.80
2026-02-02,FX,2018,USD,118.20,19,2245.80
2026-02-03,EQD,2019,USD,119.30,20,2386.00
2026-02-04,FICC,2020,EUR,120.40,1,120.40
2026-02-05,FX,2021,USD,121.50,2,243.00
2026-02-06,EQD,2022,USD,122.60,3,367.80
2026-02-07,FICC,2023,EUR,123.00,4,492.00
2026-02-08,FX,2024,USD,124.10,5,620.50
2026-02-09,EQD,2025,USD,125.20,6,751.20
2026-02-10,FICC,2026,EUR,126.30,7,884.10
2026-02-11,FX,2027,USD,127.40,8,1019.20
2026-02-12,EQD,2028,USD,128.50,9,1156.50
2026-02-13,FICC,2029,EUR,129.60,10,1296.00
2026-02-14,FX,2030,USD,130.00,11,1430.00
2026-02-15,EQD,2031,USD,131.10,12,1573.20
2026-02-16,FICC,2032,EUR,132.20,13,1718.60
2026-02-17,FX,2033,USD,133.30,14,1866.20
2026-02-18,EQD,2034,USD,134.40,15,2016.00
2026-02-19,FICC,2035,EUR,135.50,16,2168.00
2026-02-20,FX,2036,USD,136.60,17,2322.20
2026-02-21,EQD,2037,USD,137.00,18,2466.00
2026-02-22,FICC,2038,EUR,138.10,19,2623.90
2026-02-23,FX,2039,USD,139.20,20,2784.00
2026-02-24,EQD,2040,USD,140.30,1,140.30
2026-02-25,FICC,2041,EUR,141.40,2,282.80
2026-02-26,FX,2042,USD,142.50,3,427.50
2026-02-27,EQD,2043,USD,143.60,4,574.40
2026-02-28,FICC,2044,EUR,144.00,5,720.00
2026-02-01,FX,2045,USD,145.10,6,870.60
2026-02-02,EQD,2046,USD,146.20,7,1023.40
2026-02-03,FICC,2047,EUR,147.30,8,1178.40
2026-02-04,FX,2048,USD,148.40,9,1335.60
2026-02-05,EQD,2049,USD,149.50,10,1495.00
2026-02-06,FICC,2050,EUR,100.60,11,1106.60
2026-02-07,FX,2051,USD,101.00,12,1212.00
2026-02-08,EQD,2052,USD,102.10,13,1327.30
2026-02-09,FICC,2053,EUR,103.20,14,1444.80
2026-02-10,FX,2054,USD,104.30,15,1564.50
2026-02-11,EQD,2055,USD,105.40,16,1686.40
2026-02-12,FICC,2056,EUR,106.50,17,1810.50
